ÈÅìË∑ØÂêçÁß∞,Âπ¥‰ªΩ,Ë∑ØÈæÑ,ËΩ¶Ë°åÈÅìÂ∞è‰øÆÈáëÈ¢?ËΩ¶Ë°åÈÅìÈõ∂ÊòüÈáëÈ¢?ËΩ¶Ë°åÈÅì‰∏≠‰øÆÈáëÈ¢?ÊéòË∑Ø‰øÆÂ§çÈáëÈ¢ù,Ââç‰∏ÄÂπ¥pci,ËΩ¶ÈÅìÈù¢ÁßØ,ÈÅìË∑ØÂ±ûÊÄß_‰∏ªÂπ≤Ë∑?ÈÅìË∑ØÂ±ûÊÄß_Ê¨°Âπ≤Ë∑?ÈÅìË∑ØÂ±ûÊÄß_Âø´ÈÄüË∑Ø,ÈÅìË∑ØÂ±ûÊÄß_ÊîØË∑Ø,pred,,,,,,µ±ƒÍpci,
1,2021,2,0,1.386903,0,0,84.87,86502.12939,1,0,0,0,87.27730078,87.65,0.372699219
2,2021,2,0,2.919185,0,17.42,84.56,89135.44523,1,0,0,0,87.00816745,88.38,1.371832547
3,2021,2,0,0.0444,0,0,96.66,22945,0,1,0,0,90.20331249,82.77,-7.433312494
4,2021,2,0,0.080808,0,0,96.53,37965,0,1,0,0,90.2765786,88.18,-2.096578598
5,2021,2,0,0.296455,0,0,98.37,31555,1,0,0,0,90.7385066,94.27,3.531493404
6,2021,2,0.8874,0.820157,0,0.37,96.02,36612.25,1,0,0,0,90.04260424,96.12,6.077395757
7,2021,2,0,0,0,0,96.72,27851,1,0,0,0,90.28679888,82.23,-8.056798882
8,2021,2,0,0.1477,0,0,96.65,26938.8,1,0,0,0,90.24425583,92.5,2.255744171
9,2021,2,8.63249093,0,0,0,97.35,31325.99666,1,0,0,0,90.31749208,96.84,6.522507921
10,2021,2,0,0,0,0,96.84,56649.8,1,0,0,0,90.51824305,92.98,2.461756954
11,2021,2,16.44199206,1.068175,0,0,96.39,83490,1,0,0,0,90.14133647,90.42,0.27866353
12,2021,2,0,0.2276,0,0,96.96,59846.4,1,0,0,0,90.54764253,94.55,4.002357465
13,2021,2,0,0.0598718,0,0,94.03,14209,0,1,0,0,89.31326454,90.56,1.246735458
14,2021,2,0,0,0,0,97.19,49568,0,1,0,0,90.5814257,90.56,-0.0214257
15,2021,2,0,0.01887,0,0,98.4,17564,1,0,0,0,90.68248909,87.18,-3.502489088
16,2021,3,0,0.164613,0,0,95.02,52980,1,0,0,0,89.78085002,99.69,9.909149981
17,2021,3,0,0.140748,0,0,96.02,60398,1,0,0,0,90.11266096,97.17,7.057339041
18,2021,3,0,2.219778,0,0,95.02,49784,1,0,0,0,89.53078892,89.64,0.109211084
19,2021,3,17.1599,2.973834,0,0.13,85.34,121102.9811,1,0,0,0,87.03414608,87.36,0.325853918
20,2021,3,9.9533,1.269165,0,0,84.04,124789.6233,1,0,0,0,86.99895725,87.16,0.161042745
21,2021,3,0.15,0.362304,0,12.69,95.01,45576,1,0,0,0,89.66641667,93.14,3.473583331
22,2021,3,0,1.51287,0,0,90.89,61099,1,0,0,0,88.54514846,90.29,1.744851536
23,2021,3,0,1.872459,0,0,95.04,164380,1,0,0,0,90.35425823,82.81,-7.544258233
24,2021,3,0.36672262,13.843564,0,0,95.01,142458.1,1,0,0,0,88.96364772,83.89,-5.073647717
25,2021,3,0,0.1647795,0,0,96.21,16856.2,1,0,0,0,89.85768128,86.92,-2.937681282
26,2021,3,0.14,0.1647795,0,0,92.68,22995,1,0,0,0,88.91090677,86.92,-1.99090677
27,2021,3,0,0.3044952,0,0,94.02,10632,1,0,0,0,89.18317734,84.51,-4.673177338
28,2021,3,0,0.1489842,0,0,95.79,32927.1,1,0,0,0,89.85583526,81.82,-8.035835261
29,2021,3,0,0.4392714,0,0,96.96,43232,1,0,0,0,90.22130746,95.01,4.788692541
30,2021,3,0,0.1132,0,0,90.71,9662,1,0,0,0,88.26814343,90.7,2.431856573
31,2021,3,0,0.024,0,0,94.02,10913,0,1,0,0,89.0881894,87.55,-1.538189397
32,2021,4,13.48,0.00666,0,0,89.22,7163,0,1,0,0,87.10907659,91.14,4.030923409
33,2021,4,3.95,0.141636,0,0,88.29,7563.7,0,1,0,0,86.9816589,85.01,-1.971658901
34,2021,4,0.16,0,0,0,92.01,5423.9,0,1,0,0,88.21696737,89.17,0.953032632
35,2021,4,3.78,4.757206,0,0,94.36,325713,1,0,0,0,90.63835378,91.88,1.241646221
36,2021,4,0.1482391,3.07244,0,3.71,81.18,36650,0,1,0,0,84.7174131,84.27,-0.447413095
37,2021,4,14.4883163,0.953,0,0,86.35,68054,1,0,0,0,86.97879284,86.35,-0.628792843
38,2021,4,0,0.2586,0,0,92.68,36398,1,0,0,0,88.81260993,92.09,3.277390075
39,2021,4,0.2754,0.13926,0,0,81.85,12025.12679,1,0,0,0,85.60339831,88.76,3.15660169
40,2021,4,4.6662,0.17302,0,0,84.28,12391.1982,1,0,0,0,86.21421207,87.11,0.895787932
41,2021,4,0,1.066932,0,0,94.02,33941,1,0,0,0,89.07933248,94.7,5.62066752
42,2021,4,0.15,1.86036,0,0,83.76,25444,1,0,0,0,86.0636619,90.81,4.746338096
43,2021,4,1.56,2.394048,0,19.77,94.01,90833.5,1,0,0,0,89.25641608,92.3,3.043583925
44,2021,4,0.13,0.373071,0,0,86.16,14172,0,1,0,0,86.41409227,85.1,-1.314092271
45,2021,5,0.6434,6.895902,0,0,94.43,384394,1,0,0,0,90.68323048,91.16,0.476769519
46,2021,5,0.969,1.161133,0,0.11,84.79,34747.5,1,0,0,0,86.29817613,85.14,-1.158176134
47,2021,5,0,3.24,0,0,78.23,62000,1,0,0,0,84.50271,70.71,-13.79271
48,2021,5,0,0.180264,0,23.68,90.36,30635.4,1,0,0,0,87.88141463,86.13,-1.75141463
49,2021,5,0.46,0.8368512,0,0,83.77,51657.9,1,0,0,0,86.19042528,85.05,-1.140425277
50,2021,5,0,0.3958,0,0,91.49,34658.8,1,0,0,0,88.26707363,91.68,3.412926369
51,2021,5,0,6.393489,0,0,81.31,15826,1,0,0,0,84.6546509,81.87,-2.784650896
52,2021,5,16.97779124,15.09933,0,0,79.97,15825,1,0,0,0,83.2660506,83.87,0.603949399
53,2021,5,0,0.55,0,0,94.49,90329.03138,1,0,0,0,89.48676308,93.08,3.593236924
54,2021,5,0,0.66,0,0,94.07,90010.12334,1,0,0,0,89.35651167,94.15,4.79348833
55,2021,5,10.6413,5.231112,0,2.42,84.73,275236.4677,1,0,0,0,87.48993892,88.91,1.420061076
56,2021,5,31.0515,2.637289,0,1.96,86.01,283615.2736,1,0,0,0,87.8086884,88.61,0.8013116
57,2021,5,0,0.146856,0,0,93.99,20770,1,0,0,0,88.89244657,90.11,1.217553432
58,2021,5,43.02,1.429458,0,0,78.55,9399.2,1,0,0,0,83.78508581,82.22,-1.565085807
59,2021,5,0,0.305317,0,0,92.04,22678.5,1,0,0,0,88.34166827,90.03,1.688331727
60,2021,5,0,0.150232,0,0,90.37,24552,1,0,0,0,87.90445754,90.8,2.895542459
61,2021,5,0.19,2.4699498,0,0,86.02,11378.6,1,0,0,0,86.32974009,75.5,-10.82974009
62,2021,5,0,0.0484,0,0,94.41,48624,0,1,0,0,89.12812016,92.25,3.121879842
63,2021,5,1.09,1.2790974,0,34.6,88.03,27723.5,0,1,0,0,86.68805959,73.27,-13.41805959
64,2021,5,0.12302,0.5486,0,0,87.02,95399,1,0,0,0,87.46102706,81.44,-6.021027063
65,2021,5,17.4,2.1699612,0,0,91.24,32544,0,1,0,0,87.41202045,86.95,-0.462020451
66,2021,5,0,0.2628,0,0,92.17,44698.8,0,1,0,0,88.37240128,90.74,2.367598724
67,2021,5,75.4214465,5.85525,0,0,88.16,43811.1,0,1,0,0,85.19789832,87.04,1.842101676
68,2021,5,27.7353099,0.792305,0,0,85.02,87108,1,0,0,0,86.39507976,88.52,2.124920244
69,2021,6,0,1.806582,0,0,91.44,46097,0,0,1,0,89.98750974,90.09,0.102490256
70,2021,6,29.5008,5.309815,0,0,90.44,723374,1,0,0,0,90.96040221,91.73,0.769597793
71,2021,6,18.76489536,4.34887,0,0,84.83,122512,1,0,0,0,86.21464496,85.49,-0.724644963
72,2021,6,0,0,0,0,85.46,26564.5,1,0,0,0,86.37698776,85.74,-0.636987762
73,2021,6,0,2.27106,0,0.37,92.4,63621,1,0,0,0,88.34894786,86.1,-2.248947862
74,2021,6,0.14,0.795648,0,0,87.02,20427,1,0,0,0,86.67755568,85.31,-1.36755568
75,2021,6,13.48200784,0.8389,0,0,86.87,34800,1,0,0,0,86.5338348,88.69,2.156165204
76,2021,6,12.14697874,0.74694,0,0,88.06,144392,1,0,0,0,87.7093964,87.46,-0.249396396
77,2021,6,43.3636,12.232725,0,0.33,85.39,143726.615,1,0,0,0,85.45602768,86.96,1.503972321
78,2021,6,6.2197,9.536145,0,1.16,85.39,148101.9705,1,0,0,0,86.23166218,89.02,2.788337816
79,2021,6,0,0,0,0,84.41,24186,1,0,0,0,86.06401021,80.76,-5.30401021
80,2021,6,0,0,0,0,84.41,24186,1,0,0,0,86.06401021,80.76,-5.30401021
81,2021,6,37.59,1.1246298,0,0,78.64,5130,1,0,0,0,83.69402626,80.76,-2.934026257
82,2021,6,37.59,1.1246298,0,0,78.64,5130,1,0,0,0,83.69402626,80.76,-2.934026257
83,2021,6,52.44,1.571538,0,0,83.4,14829,1,0,0,0,84.81066697,81.09,-3.720666971
84,2021,6,0,0.041736,0,0,94.73,8700,0,1,0,0,88.71154654,98.45,9.738453462
85,2021,6,0.69,0.07104,0,0,88.02,17748,0,1,0,0,86.6707886,83.54,-3.130788598
86,2021,6,0,1.9132626,0,0,90.68,15060,0,1,0,0,87.25458379,78.57,-8.684583786
87,2021,6,0,0.08436,24.5893,0,86.02,7142.5,0,1,0,0,85.96012555,95.39,9.429874454
88,2021,6,0,0.601176,0,0.62,79.5,20227.1,0,1,0,0,83.97615388,75.83,-8.146153876
89,2021,6,0.12,0.218448,0,0,88.02,7410.8,0,1,0,0,86.57114829,86,-0.571148288
90,2021,6,7.47,0.226329,0,0,90.01,14941,0,1,0,0,87.12392934,80.16,-6.963929341
91,2021,6,1.7967,0.688282,0,0.16,93.45,53775.7,1,0,0,0,88.71022795,88.04,-0.670227952
92,2021,7,25.3072,1.652552,0,0,81.96,120797.118,0,0,1,0,87.39717765,79.46,-7.937177652
93,2021,7,36.7637,2.701855,55.4,0,80.95,188939.082,0,0,1,0,87.34277977,79.46,-7.882779765
94,2021,7,50.27379356,2.20917,0,0,81.63,104131.6,1,0,0,0,84.84161144,86.87,2.028388555
95,2021,7,2.58,1.19658,0,0,84.76,24174,1,0,0,0,85.81521545,84.16,-1.655215447
96,2021,7,0,0.33,0,0,95.99,47384.56862,1,0,0,0,89.2687859,93.08,3.811214097
97,2021,7,0,0.31,0,0,94.3,47217.27666,1,0,0,0,88.79727203,94.15,5.352727965
98,2021,7,2.3653,2.577998,0,0,81.29,63277.793,1,0,0,0,85.02830828,83.9,-1.128308277
99,2021,7,2.1826,2.224784,0,0.3,83.79,38682.06016,1,0,0,0,85.55907143,85.35,-0.209071434
100,2021,7,0.14,0.495504,0,0,85.41,16595,1,0,0,0,86.04787122,83.23,-2.817871217
101,2021,7,7.4328,2.773173,91.08,0,87.84,96949.1187,1,0,0,0,86.98968237,91,4.010317628
102,2021,7,3.954,1.021662,0,0,85.87,48009.94696,1,0,0,0,86.31106344,88.23,1.918936555
103,2021,7,4.0753,2.91602,0,0.68,79.89,84878.88151,1,0,0,0,84.75991883,85.26,0.50008117
104,2021,7,19.5404,0.781333,0,0.64,83.61,42032.67295,1,0,0,0,85.43497011,86.08,0.645029888
105,2021,7,0.79,0,0,0,94.2,14770,1,0,0,0,88.54942267,92.64,4.090577327
106,2021,7,0.12302,2.276759,0,0.42,86.02,78489,1,0,0,0,86.51595925,87.82,1.30404075
107,2021,7,0.295248,0.66392,47.04,93.83,96.73,28240,0,1,0,0,88.93978629,91.18,2.240213711
108,2021,7,0.53384529,4.76649,58.88,2.8,90.99,84052,0,1,0,0,87.37522444,91,3.624775559
109,2021,7,0.52,1.8374496,0,6.36,92.19,8130.3,0,1,0,0,87.46222623,84.65,-2.81222623
110,2021,7,0,0.2664,0,0,88.25,37142,1,0,0,0,87.0329295,92.19,5.1570705
111,2021,7,0,0,0,0,88.39,31172,1,0,0,0,87.05479315,90.91,3.855206853
112,2021,8,20.62233105,2.643576,0,0,86.34,20811.5,1,0,0,0,85.63785818,87.07,1.432141817
113,2021,8,35.90989985,25.05,0,0,84.93,136009,1,0,0,0,84.00277936,84.63,0.627220641
114,2021,8,0.79,3.588852,0,0,90.27,21272.9,1,0,0,0,86.92918913,85.32,-1.609189135
115,2021,8,15.3902,4.92896,0,0.05697,86.6,79138.97708,1,0,0,0,86.01037611,88.56,2.549623892
116,2021,8,6.7144,2.83162,0,0,84.87,77435.39832,1,0,0,0,85.86356028,92,6.136439722
117,2021,8,0.1752,0.73006,0,0.11394,86.55,67368.79654,1,0,0,0,86.56633669,92.02,5.453663306
118,2021,8,10.5252,5.489,0,0,83.9,69286.11574,1,0,0,0,85.212766,88.75,3.537233999
119,2021,8,27.9167,4.220422,0,14.813534,82.53,67794.63379,1,0,0,0,84.69051394,85.06,0.369486057
120,2021,8,0,2.756293,0,1.5614575,81.57,58981.3314,1,0,0,0,84.90680183,86.06,1.153198167
121,2021,8,29.4791638,12.913411,0,10.709542,78.18,74880,1,0,0,0,82.80547104,78.6,-4.205471044
122,2021,8,47.92,2.5490706,0,0,87.02,21943,1,0,0,0,85.46013022,84.89,-0.570130223
123,2021,8,14.86870238,1.2741,0,0,85.61,69732,1,0,0,0,86.04671434,86.53,0.483285656
124,2021,8,34.87,5.8781604,0,73.40546,85.08,35247,1,0,0,0,84.72864595,73.93,-10.79864595
125,2021,8,0.28,0.737484,0,0,84.06,16725.3,0,1,0,0,84.9757788,88.34,3.364221199
126,2021,9,71.7625907,8.367834,59.2208,1.111992,86.01,159643,1,0,0,0,85.24245657,86.13,0.887543426
127,2021,9,35.93826565,5.148802,0,0,76.01,33698.25857,1,0,0,0,82.37018843,81.99,-0.380188432
128,2021,9,5.2927,4.363902,0,104.5090318,85.28,98342.95587,1,0,0,0,85.58439575,88.63,3.045604254
129,2021,9,7.0404,6.758541,128.75,106.459857,83.12,86099.18492,1,0,0,0,84.63846463,86.03,1.391535368
130,2021,9,0,0.49585,0,0,78.02,5700,1,0,0,0,83.53931384,81.9,-1.63931384
131,2021,9,33.25661759,8.878624,96.1079,1.12523,78.88,38643.82,1,0,0,0,82.85449756,84.49,1.635502441
132,2021,9,0,21.74406,0,2.0095284,85.21,79669,0,1,0,0,83.29660447,75.09,-8.206604475
133,2021,9,0.12787929,0.50007,0,0,80.81,22773,1,0,0,0,84.46061476,88.01,3.549385235
134,2021,9,13.5771023,0.9706,0,6.513096,81.63,62746,1,0,0,0,84.76992516,82.85,-1.919925156
135,2021,10,30.25,5.421906,0,30.8484,83.55,69851.5,1,0,0,0,84.47463656,87.37,2.895363443
136,2021,10,42.13453433,31.3314,73.14,20.55,85.78,64561.7,1,0,0,0,82.78005965,84.18,1.399940345
137,2021,10,0,6.810627,0,0,89.06,65938,1,0,0,0,86.28209187,83.24,-3.042091874
138,2021,10,0,0.28,0,0,98.11,14898.68788,1,0,0,0,89.1237937,86.96,-2.163793703
139,2021,10,0,0.18,0,0,90.07,14898.68788,1,0,0,0,86.86412314,87.18,0.315876858
140,2021,10,112.7279864,7.57945,0,0.59571,78.02,97916.4,1,0,0,0,82.34458299,74.48,-7.864582987
141,2021,10,15.9997,17.978888,0,38.44341588,85.96,88075.02205,1,0,0,0,84.27452,86.78,2.505479996
142,2021,10,1.5254,4.427413,0,29.97167838,85.58,77109.61648,1,0,0,0,85.55969838,85.36,-0.199698384
143,2021,10,0,1.2449,0,0,79.49,57614,1,0,0,0,84.14033523,81.08,-3.060335232
144,2021,10,5.5,0.7365738,0,0,90.02,10986,0,0,0,1,84.49874678,81.82,-2.678746775
145,2021,11,56.28,7.7436819,0,0,85.33,197472.5309,1,0,0,0,85.30231042,86.49,1.187689579
146,2021,11,0.35,1.479852,0,0,81.47,27816,1,0,0,0,84.24776515,69.65,-14.59776515
147,2021,11,0,0.077478,0,0,85.01,10440,1,0,0,0,85.24753686,80.18,-5.067536862
148,2021,11,10.6918,1.92432,0,0,91.28,34381.31685,1,0,0,0,86.83586062,89.68,2.844139378
149,2021,11,9.6962,2.12055,0,0,83.7,30100.8174,1,0,0,0,84.69590273,82.15,-2.54590273
150,2021,11,0,2.802528,0,0,81.96,39356.5,1,0,0,0,84.34879122,78.25,-6.098791219
151,2021,11,60.4405231,7.0153,0,1.16,85.02,50252.1,1,0,0,0,84.11572992,85.35,1.234270078
152,2021,11,0,6.34688,641,104.13,82.13,43737.5,1,0,0,0,83.81131571,92.82,9.008684286
153,2021,11,0.94,1.8618696,0,0,82.3,18256.4,0,1,0,0,83.76577474,79.68,-4.085774744
154,2021,11,41.47177791,2.473302,0,0,83,27265,0,1,0,0,83.41244349,84.74,1.327556512
155,2021,11,0,5.784354,0,0,79.75,43130,0,1,0,0,82.75073729,78.06,-4.69073729
156,2021,11,0,0.067488,0,0,85.22,11584,1,0,0,0,85.31714576,83.7,-1.617145756
157,2021,12,248.51,10.769553,0,0,88.38,870062.1,1,0,0,0,87.25406879,87.16,-0.094068791
158,2021,12,142.66,6.19494552,0,0,87.08,118126.3766,1,0,0,0,84.20961075,87.57,3.360389252
159,2021,12,51.45,0.77436819,0,3.64914,80.19,23584.84416,1,0,0,0,83.15827238,86.49,3.331727623
160,2021,12,0,3.96,0,0,78.47,294330,1,0,0,0,85.16223431,80.12,-5.042234308
161,2021,12,0,9.25,0,0,81.49,61289.25,1,0,0,0,83.605064,76.8,-6.805064005
162,2021,12,7.95730266,1.7007,0,0,85.01,12975,1,0,0,0,84.8253381,74.87,-9.955338105
163,2021,12,0,3.80855,0,0,83.08,14310.06161,1,0,0,0,84.18626431,85.15,0.963735685
164,2021,12,36.8473,6.31945,0,1.19601,83.56,41195.63191,1,0,0,0,83.84332252,88,4.15667748
165,2021,12,1.275,4.241311,0,0,85.21,12528.44832,1,0,0,0,84.70412026,85.9,1.195879743
166,2021,12,51.185,4.263888,0,0,88.55,36066.74518,1,0,0,0,85.14804085,87.26,2.11195915
167,2021,12,0,8.445275,0,0,81.2,9252.3,0,1,0,0,82.39572422,79.41,-2.985724216
168,2021,12,39.73,24.869937,0,19.04716275,81.1,468646.3,1,0,0,0,84.87039642,87.85,2.979603577
169,2021,12,39.73,24.869937,0,19.04716275,81.1,468646.3,1,0,0,0,84.87039642,87.85,2.979603577
170,2021,12,39.73,24.869937,0,19.04716275,81.1,468646.3,1,0,0,0,84.87039642,87.85,2.979603577
171,2021,12,0.9835449,21.1511,0,0,86.16,207217,1,0,0,0,84.94464027,85.12,0.175359728
172,2021,12,0,1.1563,0,0,83.93,45360.6,1,0,0,0,84.95664189,85.79,0.833358109
173,2021,12,0,0.8125,0,0,82.73,28312.8,1,0,0,0,84.51652032,88.51,3.993479682
174,2021,12,0,1.990785,0,0,92.01,208107,1,0,0,0,88.3345081,89.24,0.905491897
175,2021,12,0.38,0,0,0,85.95,337188.9876,0,0,1,0,89.70737493,91.95,2.242625068
176,2021,12,0.38,0,0,0,85.95,337188.9876,0,0,1,0,89.70737493,91.95,2.242625068
177,2021,12,0.38,0,0,0,85.95,337188.9876,0,0,1,0,89.70737493,91.95,2.242625068
178,2021,12,6.054525,2.315238,0,0,66.15,71308.9,1,0,0,0,80.1396835,72.78,-7.359683497
179,2021,13,2.0925702,1.2201,0,6,82.81,33086,1,0,0,0,84.33664281,75.89,-8.446642814
180,2021,13,11.49,1.07781,140.48,0,91.04,87205.5,1,0,0,0,86.93956616,95.04,8.100433843
181,2021,13,0,0.31,0,0,79.53,44920.5,1,0,0,0,83.65937979,80.12,-3.539379791
182,2021,13,0,0,0,0,80.48,10658,1,0,0,0,83.66482082,81.15,-2.514820824
183,2021,13,9.31,0.353424,86.14,0,86.04,108806,1,0,0,0,85.84489856,91.37,5.525101444
184,2021,13,0,0.5654,707.2396,0,80.36,50653.8,1,0,0,0,83.8875673,94.14,10.2524327
185,2021,13,22.45700558,2.119495,0,0,86.63,40080,1,0,0,0,85.10118627,86.77,1.66881373
186,2021,13,13.59912288,3.893,0,0,86.88,84760,0,1,0,0,85.01984942,86.84,1.820150576
187,2021,13,0,0,0,0,79.51,13692.5,0,1,0,0,82.7682919,79.41,-3.358291898
188,2021,14,0,0.47286,0,0,86.46,20249.29821,1,0,0,0,85.21982666,85.29,0.070173345
189,2021,14,0,0,0,0,86.02,80694.4,1,0,0,0,85.63881354,72.13,-13.50881354
190,2021,14,0,0,0,0,86.02,80694.4,1,0,0,0,85.63881354,72.13,-13.50881354
191,2021,14,0,0,0,0,100,20268,1,0,0,0,89.09834997,80.39,-8.708349972
192,2021,14,0.2461,13.435425,0,0,86.69,111034.2,1,0,0,0,84.72189878,90.78,6.058101225
193,2021,14,0.2264,9.547328,0,0,83,118035.5791,1,0,0,0,84.14986139,90.3,6.150138607
194,2021,14,0,4.16,0,0,86.68,16353,1,0,0,0,84.86064138,84.35,-0.510641376
195,2021,14,0.14,0.385503,0,0,84.02,8744.5,0,1,0,0,83.92091508,88.23,4.309084921
196,2021,14,0,0,0,0,86.35,14269.9,0,1,0,0,84.75317165,87.04,2.286828349
197,2021,14,2.8608,11.046272,0,0.651161,84.65,242814.25,1,0,0,0,85.40031369,84.27,-1.130313694
198,2021,14,2.8608,11.046272,0,0.651161,84.65,242814.25,1,0,0,0,85.40031369,84.27,-1.130313694
199,2021,14,29.9039,0.834716,0,0,91.08,57460.55,1,0,0,0,86.33153636,86.17,-0.161536356
200,2021,14,0,0.034815,0,0,100,72843.282,1,0,0,0,89.47967008,98.76,9.280329921
201,2021,14,0.8644,0.24054,0,0,93.48,12301.98,1,0,0,0,87.14941537,93.47647893,6.327063563
202,2021,14,21.0948,2.924249,0,3.3235789,88.11,83082.81,1,0,0,0,85.62678206,88.04,2.413217938
203,2021,14,21.0948,2.924249,0,3.3235789,88.11,83082.81,1,0,0,0,85.62678206,88.04,2.413217938
204,2021,14,2.8222,10.5289,0,0,87.4,141018.2,1,0,0,0,85.39415117,77.52,-7.874151171
205,2021,14,51.4337,0.698199,0,0.2325575,100,169285.72,1,0,0,0,89.18823772,93.13,3.941762278
206,2021,14,0.12302,2.780769,0,0,87.02,63039.4,1,0,0,0,85.47997618,87.76,2.280023816
207,2021,14,0.52,4.3362372,0,0,81.69,64400,1,0,0,0,83.85280141,70.42,-13.43280141
208,2021,14,9.3948,0.940638,0,0.212624,84.48,115053.14,1,0,0,0,85.25999625,86.56,1.300003746
209,2021,14,7.9497,10.291947,0,0.465115,82.88,271131.73,1,0,0,0,85.15948269,84.87,-0.289482692
210,2021,14,0.9614,3.118791,0,0,87.5,29103,1,0,0,0,85.29054266,90.05,4.759457335
211,2021,14,2.1624,4.654027,0,14.49734,84.41,82599,1,0,0,0,84.66378148,81.29,-3.373781481
212,2021,14,0.143834984,11.85171,0,4.50092,76.82,144684.05,1,0,0,0,82.49739465,77.63,-4.86739465
213,2021,14,0,3.120432,0,0,81.01,23324,1,0,0,0,83.4455176,72.38,-11.0655176
214,2021,14,1.41067034,0,0,0,89.49,36406.4,1,0,0,0,86.23348084,85.08,-1.153480837
215,2021,14,18.2955344,8.061486,0,0,82.83,57151.5,1,0,0,0,83.53353943,84.8,1.266460571
216,2021,14,5.1475,2.728019,0,3.92371014,84.26,38815.18,1,0,0,0,84.44425932,83.07,-1.374259324
217,2021,14,0,5.77089,0,0,100,66248,1,0,0,0,88.79927479,99.08,10.28072521
218,2021,14,12.3127533,51.14838,0,4.487682,77.67,130225.25,1,0,0,0,79.78731506,68.52,-11.26731506
219,2021,15,0,1.9174473,0,2.161,88.21,30512.11947,1,0,0,0,85.48573816,80.73,-4.755738156
220,2021,15,0,0.2081028,0,0,85.47,16779,1,0,0,0,84.79018908,83.54,-1.250189084
221,2021,15,0,0,0,0,97.6,34010,1,0,0,0,88.37361039,88.75,0.376389606
222,2021,15,0,0.082362,0,0,85.22,61987,1,0,0,0,85.10702785,92.55,7.442972146
223,2021,15,17.72210941,5.0957,0,0,80.31,28800,1,0,0,0,82.75732027,79.93,-2.827320268
224,2021,15,0,0,0,0,87.04,54746,1,0,0,0,85.56532103,93.27,7.704678967
225,2021,15,0.34,2.294037,0,0,90.44,65126.4,1,0,0,0,86.34821274,79.32,-7.028212736
226,2021,15,0,5.325181,0,0,79.76,36000,1,0,0,0,82.83899298,68.79,-14.04899298
227,2021,15,68.27,1.473636,0,0,83.84,67160,1,0,0,0,83.80225728,84.41,0.607742722
228,2021,15,0,6.5492,0,0,85.82,26725.2,1,0,0,0,84.31353522,80.36,-3.953535218
229,2021,15,0,0,0,0,98.52,45043,1,0,0,0,88.71623374,95.54,6.823766263
230,2021,15,26.2650846,6.591957,0,3.890745,92.1,38376,1,0,0,0,85.77507073,86.86,1.084929273
231,2021,15,65.83,1.745586,0,0,78.21,31120,1,0,0,0,82.05723327,79.89,-2.16723327
232,2021,15,0,0.615717,50.07,0,77.88,14882.9,1,0,0,0,82.60511316,80.38,-2.225113164
233,2021,15,0,0.127428,0,20.5884,100,20252,1,0,0,0,88.8768574,92.1,3.2231426
234,2021,15,52.86682033,3.188142,0,0,79.26,80467.9,1,0,0,0,82.72893584,78.98,-3.748935841
235,2021,15,2.17843816,1.2399,0,0,88.42,20676.6,1,0,0,0,85.51128638,65.27,-20.24128638
236,2021,15,34.85896714,0.91464,0,146.8827396,83.35,52912,1,0,0,0,83.65679984,84.52,0.863200159
237,2021,15,0,2.476507,0,0,86.58,58939.4,1,0,0,0,85.20906401,76.56,-8.649064009
238,2021,15,0,0.553875,478.6064,47.4,86.94,27633.8,0,1,0,0,84.68379413,95.18,10.49620587
239,2021,15,0,0,0,0,75.87,11500,0,1,0,0,81.30328826,75.09,-6.21328826
240,2021,15,3.8592,21.74406,0,32.7784968,73.51,47514,0,1,0,0,78.48118111,75.09,-3.391181114
241,2021,15,0,0,0,0,82.03,14820,1,0,0,0,83.82945,85.76,1.930549998
242,2021,15,0.5942,1.85469,0,0,93.62,36918.72,1,0,0,0,87.05957737,91.3,4.240422626
243,2021,15,25.5168,8.703539,0,18.7109793,76.75,111047.5,1,0,0,0,82.06088302,76,-6.060883017
244,2021,15,0,0.7088,0,0,90.4,79548.97,1,0,0,0,86.62538695,87.07,0.44461305
245,2021,15,0,1.617737,104.34,0,85.96,73814.5,1,0,0,0,85.24407122,86.21,0.96592878
246,2021,15,9.2935,3.35068,115.12,0.2591355,88.64,168837.4,1,0,0,0,86.41367928,88.81,2.39632072
247,2021,15,31.33974416,2.351595,0,0,81.02,57396.5,1,0,0,0,83.30456824,68.05,-15.25456824
248,2021,15,0,0.13504,0,0,81.01,60807.5,1,0,0,0,83.92011895,84.08,0.159881048
249,2021,15,0.7359,2.16275,0,0,85.52,34094.63,1,0,0,0,84.73206184,84.78,0.047938162
,,,,,,,,,,,,,,,-0.424584477
