道路名称,路龄,车道面积,前一年pci,当年pci,总钱数,道路属性,年份
南蜂窝路,11,108806,92.35,89.26,3.5963,主干路,2020
三环路内环辅路（航天桥-紫竹院桥）,11,50653.8,87.48,82.89,184.7332,主干路,2020
三环路外环辅路（航天桥-紫竹院桥）,11,40080,88.52,84.7,34.513509,主干路,2020
三里河东路,11,84760,82.33,84.04,332.8879,主干路,2020
新东路,11,13692.5,81.22,82.85,0,主干路,2020
颐和园路,12,20249.2982,84.76,83.17,0.4579,主干路,2020
安定门大街,12,80694.4,96.31,95.26,0,主干路,2020
闵庄路,12,20268,100,100,0,次干路,2020
二环路（建国门桥-建国门桥）,12,229989.2,91.1,90.36,61.488766,主干路,2020
二环路外环辅路（小街桥-西便门桥）,12,236990.6,83.56,88.09,51.731745,主干路,2020
二环路外环辅路（广安门桥-莱户营桥）,12,16353,83.62,87.37,53.6939,主干路,2020
京密路（京顺路）,12,8744.5,88.31,91.73,0.6942,主干路,2020
酒仙桥路,12,14269.9,99.56,88.95,1.80405,主干路,2020
酒仙桥南路,12,242814.25,83.97,86.08,70.722499,主干路,2020
三环路内环辅路（燕莎桥-农展桥）,12,57460.55,84.42,78.87,9.655744,主干路,2020
三环路内环辅路（光华桥-劲松桥）,12,57460.55,90.53,88.64,2.907744,主干路,2020
三环路外环辅路（燕莎桥-农展桥）,12,12301.98,100,100,0.17724,主干路,2020
三环路外环辅路（光华桥-劲松桥）,12,83082.81,89.63,88.54,22.87472,主干路,2020
永定路,12,141018.2,84.4,85.14,49.51228,次干路,2020
阜石路辅路,12,169285.72,87.99,89.07,93.059165,主干路,2020
阜石路辅路,12,63039.4,86.98,89.83,46.239534,主干路,2020
阜石路辅路,12,64400,90.11,83.93,6.3864,主干路,2020
金榆路（温榆河大道）,12,115053.14,94.39,95.56,7.094045,主干路,2020
金榆路（温榆河大道）,12,271131.73,89.45,86.67,22.365068,主干路,2020
康营东路（温榆河大道）,12,29103,91.64,89.39,3.265617,主干路,2020
榴乡路（蒲黄榆路）,12,82599,87.62,87.58,24.122864,主干路,2020
阜石路,12,82351.8,84.55,83.39,67.298376,快速路,2020
阜石路,12,144684.05,84.6,82.62,42.92091,快速路,2020
阜石路,12,23324,82.76,85.45,74.512582,快速路,2020
杏石口路,12,36406.4,83.91,90.53,4.59,主干路,2020
北苑路北段,12,57151.5,85.24,85.6,22.00384,主干路,2020
东长安街,12,38815.18,86,82.59,8.621144,主干路,2020
京密路（京顺路）,12,66248,78.02,83.22,40.508052,主干路,2020
手帕口北街,12,130225.25,79.81,80.08,24.1375,主干路,2020
西长安街,13,30512,84.96,87.51,27.3449,主干路,2020
北湖渠路(鼎成路),13,16779,88.35,83.19,13.851836,主干路,2020
万寿路,13,34010,96.04,91.84,0.9157,主干路,2020
望京西路,13,61987,85.38,87.31,144.946054,次干路,2020
永定路,13,28800,92.17,85.35,159.5032,次干路,2020
北辰路,13,54746,84.78,84.99,3.9567,主干路,2020
广渠路,13,65126,91.4,86.02,10.834486,主干路,2020
广渠路,13,36000,82.47,82.13,156.55261,主干路,2020
前门大街,13,67160,87.82,86.84,15.800874,主干路,2020
四环路内环辅路（南沙窝桥-志新桥）,13,26725,88.46,87.09,50.96322,主干路,2020
四环路外环辅路（南沙窝桥-志新桥）,13,20521.9,80.75,78.15,5.7911,主干路,2020
西大望路,13,45043,92.23,90.14,61.260852,主干路,2020
东华门大街,13,38376,83.04,81.97,17.65658,次干路,2020
香山路,13,31120,82.33,77.78,15.714412,次干路,2020
安立路,13,14882.9,83.28,80.93,3.8908,主干路,2020
安立路,13,20252,76.18,80.15,0.306,主干路,2020
奥林西路,13,80467.9,80.35,84.78,92.0511835,主干路,2020
北辰东路,13,20676.6,78.79,79.11,31.8382,主干路,2020
北辰桥改造道路,13,52912,84.11,85.45,48.63795,主干路,2020
北辰西路,13,58939.4,83.17,84.65,10.9845,主干路,2020
北辰西路,13,90620,81.81,83.08,36.81269,主干路,2020
北土城东路,13,27633.8,86.42,86.55,17.645706,主干路,2020
大屯路,13,11500,78.14,82.81,15.3784,主干路,2020
高梁桥路,13,47514,76.64,72.61,147.35018,主干路,2020
和平里北街,13,14820,82.58,82.86,1.255239,主干路,2020
慧忠路,13,36918.72,97.48,97.95,0.47819,主干路,2020
机场二通道辅路,13,111047.5,83.07,80.64,24.467726,主干路,2020
姜庄路,13,79548.97,90.66,91.14,125.8845,主干路,2020
康辛路,13,73814.5,88.46,90.3,3.2683,主干路,2020
林萃路,13,168837.4,89.14,91.01,10.592834,主干路,2020
马连洼北路,13,31549,81.47,82.37,35.650192,主干路,2020
陶然亭路,13,57396.5,84.98,79.81,32.774696,主干路,2020
万寿路,13,60807.5,88.99,85.06,1.829,主干路,2020
北京西站南路(西客站南路),13,34094.63,87.98,87.51,18.9354,主干路,2020
小营西路,14,38934,86.79,82.75,45.420348,主干路,2020
永定门内大街,14,16108,98.71,94.19,0.21311,主干路,2020
张仪村路,14,92478,92.26,94.08,18.179802,主干路,2020
三里河路,14,12530,100,96.69,0.0485,主干路,2020
五四大街,14,88618,80.95,83.67,93.7073,主干路,2020
地安门东大街,14,55250,88.48,87.81,1.1736,主干路,2020
地安门西大街,14,37539,83.95,86.07,34.3264,主干路,2020
东大桥路,14,31326,81.11,100,0.3103,主干路,2020
东四十条,14,123742.9,82.79,80.51,117.3438,主干路,2020
东直门外大街,14,52439,91.38,92.31,56.9039,主干路,2020
丰葆路,14,27074.2,86.28,86.41,0.7955,主干路,2020
阜成门外大街,14,21165,87.27,91.23,0,主干路,2020
工人体育场东路,14,41661.1,84.05,85.85,0.9685,主干路,2020
惠新东街,14,64748,87.51,89.19,69.5747,主干路,2020
平安里西大街,14,83293,78.24,81.79,0,主干路,2020
蒲黄榆路,14,59296,83.7,81.79,19.40923,主干路,2020
太平街,14,30857,82.97,80.84,26.437136,主干路,2020
天桥南大街,14,16577,73.1,67.96,0,主干路,2020
文津街,14,30698,83.87,85.17,19.0108,主干路,2020
学院南路,14,19717.8,78.66,82.3,36.94422,主干路,2020
樱花园西街,14,39434.5,82.96,80.31,17.7322,主干路,2020
中关村北大街,14,41524.1,83.8,82.56,15.435714,主干路,2020
中关村大街,14,23384.2,89.95,85.88,35.2772,主干路,2020
中关村南大街,14,129150.79,90.68,86.92,66.674865,主干路,2020
羊坊店路,14,57686.2,91.25,92.55,23.105378,次干路,2020
周口店路,14,259200,87.76,86.23,231.8126,次干路,2020
周口店路,14,105847,89.2,87.66,69.6494,次干路,2020
安翔北路,14,63748,84.67,84.56,165.5839,主干路,2020
动物园路,14,43960.1,77.82,83.37,49.4307,主干路,2020
黑泉路（林萃路）,14,92646.17,87.8,90.28,17.1755,主干路,2020
红坊路,14,44090,87.87,89.92,36.8464,主干路,2020
蓝靛厂北路,14,50940,81.6,75.44,4.7327,主干路,2020
蓝靛厂南路,14,33134.2,89.9,86.16,60.0254,主干路,2020
南新华街,14,19596,90.03,86.12,5.958,主干路,2020
清华东路,14,33910,83.82,80.01,2.8122,主干路,2020
上庄大街,14,116272,78.63,81.67,16.614291,主干路,2020
辛店路（辛店村路东延）,14,36132,81.66,81.24,13.26028,主干路,2020
宣武门西大街,15,27311,93.46,92.42,0.5099,主干路,2020
北坞村路,15,65843,83.37,84.81,39.1161,次干路,2020
阜石路,15,85221,78.06,83.39,3.97697,快速路,2020
阜石路,15,112338,85.42,85.08,32.858842,快速路,2020
阜石路,15,50385,80.51,82.78,3.56184,快速路,2020
北京站前街,15,70855,85,80.24,67.63983,主干路,2020
北苑路,15,334809,86.72,85.57,16.45885,主干路,2020
朝阳门外大街,15,25356,77.92,77.78,0,主干路,2020
崇文门东大街,15,131270,88.78,84.25,119.21675,主干路,2020
阜通东大街,15,34475,88.93,86.9,0.34182,主干路,2020
机场辅路（机场道口-大山子桥）,16,56974,90.16,91.87,19.861054,主干路,2020
亮马桥路,16,110314,96.72,94.28,13.512273,主干路,2020
农展馆南路,16,138279,91.01,93.42,42.772243,主干路,2020
人民大会堂西侧路,16,66571,80.62,89.51,10.695803,主干路,2020
太阳宫南街（北土城东路东延）,16,32584,96.05,97.68,31.224402,主干路,2020
天坛东路,16,21450,86.32,88.55,0.28696,主干路,2020
杏石口路,16,143561,76.4,95.72,8.4488,主干路,2020
永定门外大街,16,69612,90.52,89.39,14.19843,主干路,2020
右安门内大街,16,2348678,87.2,88.17,608.473863,主干路,2020
北纬路,16,65744.4,80.94,84.83,3.0907,次干路,2020
方庄路,16,56983.2,91.24,88.35,15.09455,次干路,2020
芳古路,16,22820.6,84.12,85.18,1.510239,次干路,2020
卢沟桥路,16,23245,93.55,85.3,1.0867,次干路,2020
苏州街路,16,9037,82.3,82.34,2.388309,次干路,2020
新源南路,16,9037,92.23,88.7,2.38309,次干路,2020
丰北路,16,42478.2,85.19,83.61,29.0854,快速路,2020
通惠河北路主路,16,440226.3,84.75,84.57,81.78208,快速路,2020
朝阳路,16,32967.2,77.66,76.81,30.191702,主干路,2020
广渠路,16,112400,85.77,89.39,2.732884,主干路,2020
广渠路,16,34028,93.03,91.79,0.93473,主干路,2020
广渠门外大街,16,57420.3,96.6,91.44,3.8706,主干路,2020
惠新西街,16,15289.5,83.14,80.1,10.36192,主干路,2020
科荟路,16,14239.5,81.81,84.6,4.83049,主干路,2020
松榆南路,16,402177.1,84.57,79.81,214.277,主干路,2020
太平桥大街,16,41702,80.29,83.06,7.5661,主干路,2020
西大望路,16,20532,86.79,85.42,7.3927,主干路,2020
石板房南路（辛店村路西延）,16,25839.7,82.29,84.5,18.7004,主干路,2020
赵登禹路,16,16935,89.4,86.74,3.0025,主干路,2020
南大红门路,16,36480,87.15,86.18,21.89207,次干路,2020
南苑东路,16,94500,79.86,85.5,44.72405,次干路,2020
奥林东路,16,3660,84.66,87.55,4.5983,主干路,2020
朝阳路,16,12328.5,100,90.83,2.73139,主干路,2020
旱河路,16,12657.4,98.56,98.1,12.1656,主干路,2020
玲珑路,16,202331.3,90.15,88.57,108.0207,主干路,2020
鲁谷东路,16,27987.3,76.76,82.18,16.6633,主干路,2020
马家堡西路,16,52804.29,86.08,87.04,38.259649,主干路,2020
南苑路,16,48751.22,88.87,88.93,57.928714,主干路,2020
宣武门内大街,16,16775,90.25,90.76,5.44235,主干路,2020
玉泉路,16,75870,93.58,93.86,2.8922,主干路,2020
皂君庙路,16,58921,93.72,91.52,1.055,主干路,2020
西外大街主路,16,58399.2,92.39,91,151.9603,快速路,2020
学院路,16,17850.1,84.98085981,83.02724409,41.66155,主干路,2020
学院路,16,22890,95.7929534,82.56392674,0,快速路,2020
万泉河路,16,42411.4,97.5725,93.21928598,14.8016,快速路,2020
万泉河路,16,20376,93.76046277,90.86336137,167.1356,快速路,2020
东北城角联络线主路,16,20742.8,96.61214725,93.88201534,20.526396,快速路,2020
紫竹院路（白石新桥-紫竹桥西天桥）,16,36070,83.549074,82.43359258,0,主干路,2020
京承联络线主路,16,53021.2,81.84799443,82.12148518,0,快速路,2020
莲花池东路,16,100362.8,81.48773801,82.28955227,5.7037,快速路,2020
莱户营南路,16,15732.2,58.25962954,85.05695848,2.4394,快速路,2020
四环路,16,43547,64.3089989,84.5177101,310.8153,主干路,2020
安定路,16,74403,85.27104882,72.64034984,2.252,主干路,2020
安定门外大街,16,73991.5,93.50040025,86.16295691,66.7502,主干路,2020
安翔北路,16,27428.4,93.06070743,93.09684432,3.134245,主干路,2020
白云路,16,15917.4,91.71735663,95.32238341,2.48716,主干路,2020
北辰东路,16,23596.75,91.17668358,93.82234081,21.734867,主干路,2020
北辰路,16,23520.8,85.060224,85.6684903,6.80564,主干路,2020
北辰西路,16,30817,83.90365317,78.08445722,19.072958,主干路,2020
北辰西路,16,29213,84.48359729,87.03745316,10.88241,主干路,2020
北清路,16,21322.74143,90.21726786,83.03433503,18.78602,主干路,2020
北太平庄路,16,15157,85.18457708,83.37698335,128.13424,主干路,2020
北土城西路,16,9926,82.6802017,83.33057552,0,主干路,2020
北辛安路,16,13350,88.16080003,86.75349587,0,主干路,2020
北苑东路,16,20349,82.93814395,85.75432948,1.8773,主干路,2020
莱户营南路右辅路,16,18411,98.068069,94.08399677,0.4252,主干路,2020
莱户营南路左辅路,16,55594,97.48142857,88.66223063,40.497101,主干路,2020
朝阳北路,16,23100,86.90542525,83.40612163,199.66508,主干路,2020
朝阳公园南路,16,117356.5,79.6527952,80.32620781,2.21432,主干路,2020
朝阳门内大街,16,62056,80.4804088,82.01303419,111.1368854,主干路,2020
朝阳门外大街,16,63867,83.24062038,84.67848779,107.2882996,主干路,2020
崇文门西大街,16,22759.08984,84.6487378,83.64327824,9.553147,主干路,2020
长春桥路,16,18365,85.26224296,83.24931242,0.72584,主干路,2020
大灰厂路,16,105362.9,89.58816049,86.69644594,17.82468,主干路,2020
东北城角联络线右侧辅路,16,8505.9,88.16099052,83.34950517,0.20256,主干路,2020
东北城角联络线左侧辅路,16,46400,86.885138,85.04461483,35.53474,主干路,2020
东直门外斜街,16,8832,98.816,90.85878772,0.1899,主干路,2020
二环路内环辅路（建国门桥-建国门桥）,16,32341.1,79.74154762,79.07362727,7.40952,主干路,2020
二环路外环辅路,16,25787.5,79.44282804,85.96219002,25.785644,主干路,2020
丰北路右侧辅路（丽泽桥东-京石高速）,16,104639.2,76.09320062,74.53182261,32.3371,主干路,2020
丰北路左侧辅路（丽泽桥东-京石高速）,16,8020,100,94.66,0,主干路,2020
东大街（丰台东大街）,16,24779.32746,86.75168786,85.54826021,1.222956,主干路,2020
复兴门内大街,16,21694.28281,85.27016089,81.92842232,0.273667,主干路,2020
复兴门外大街,16,6820.356117,85.08557386,84.49594778,322.6510166,主干路,2020
鼓楼外大街,16,57311,100,95.79,24.052114,主干路,2020
广安路,16,35528.8,90.03272771,85.8592091,0.5286,主干路,2020
广场西侧路,16,28597.3,90.201146,91.13600219,2.477769,主干路,2020
红军营南路,16,49722.12,90.08161784,91.02865666,9.297736,主干路,2020
湖光中街,16,67534.6,84.25532079,84.44744699,107.809675,主干路,2020
花园东路,16,52993.5,88.2390162,88.37972872,34.262719,主干路,2020
化工路北段,16,49510.2,98.09260601,97.66848589,20.179886,主干路,2020
化工路南段,16,6068.2,89.58930569,95.16113642,0.1899,主干路,2020
黄康路（黄楼路）,16,8372.3,88.0256633,93.34662955,3.57434,主干路,2020
惠新西街,16,164853,89.02550665,92.8825613,37.436112,主干路,2020
建国路,16,9316,82.56376754,86.77223458,0.0485,主干路,2020
建国门内大街,16,23088,88.86209248,84.74497015,0.0317,主干路,2020
建国门外大街,16,1198.5,84.48949309,83.2216639,0,主干路,2020
交道口东大街,16,5910,93.559744,94.42,0,主干路,2020
金顶西街,16,3480,87.03810515,82.02813655,0,主干路,2020
京承路右侧辅路,16,200,83.17524907,79.76315822,0,主干路,2020
京承路左侧辅路,16,530,96.165567,93.91740854,0.0317,主干路,2020
京开路右辅路,16,2957.4,85.04266983,86.8008502,0,主干路,2020
京开路左辅路,16,19788,100,94.99,0,主干路,2020
G4辅路（京石右侧辅路）,16,68927.3,97.244745,87.17832028,44.0993,主干路,2020
G4辅路（京石左侧辅路）,16,80952,97.1746665,94.065,64.8034,主干路,2020
京通快速路左辅路,16,22318.8,73.27052658,77.98168717,84.894,主干路,2020
京通快速路右辅路,16,143179.9,90.48,87.77142595,54.23002603,主干路,2020
酒仙桥路,16,4309,95.856008,83.28529253,0.9537,主干路,2020
酒仙桥路,16,7009,100,83.69077402,1.4348,主干路,2020
开阳路,16,31121.7,84.96752903,85.40883455,145.312,主干路,2020
科技大道,16,11773,88.82834789,86.86564029,159.10285,主干路,2020
丽泽路,16,7220,86.65301033,82.49957837,0,主干路,2020
莲花池东路右辅路,16,13840,87.16436588,84.89513846,0.5845,主干路,2020
莲花池东路左辅路,16,13841,81.93896562,77.08469595,0.2469,主干路,2020
莲花池西路左侧辅路,16,7261,83.45053049,100,2.902772247,主干路,2020
鲁谷东街（北段）,16,38938.7,86.9075865,88.57701032,74.5561,主干路,2020
马家堡东路,16,20287.5,77.1689111,90.70367456,22.452506,主干路,2020
茂林居西路（北蜂窝北路）,16,88297.2,82.24963519,81.80057723,35.81231,主干路,2020
南宫南路,16,27637.7,92.21818768,85.54932057,44.7121451,主干路,2020
前门大街,16,9518,89.82355715,84.01265103,0.799901,主干路,2020
前门东大街,16,15000,91.7697525,89.36431714,15.678514,主干路,2020
前门西大街,16,93131,85.73423101,83.11020243,53.3586,主干路,2020
青年路,16,3181.920386,81.57743394,85.80353444,0,主干路,2020
人民大会堂南侧路,16,12376.19753,86.60784802,83.81421794,0,主干路,2020
三环路内环辅路,16,12175.6,96.7155898,94.27622305,0.8214,主干路,2020
三环路外环辅路,16,7956,92.05389505,87.883701,0.3879,主干路,2020
三里河路,16,109200,86.82111179,80.03589766,84.655126,主干路,2020
首体南路,16,70669,77.00773246,81.06434479,43.77334,主干路,2020
双龙路,16,41920,81.40281503,82.66841405,27.727885,主干路,2020
通惠河北路右侧辅路,16,13584,86.23732675,82.658446,2.540955074,主干路,2020
通惠河北路左侧辅路,16,15408,91.18491952,88.39459923,1.349593564,主干路,2020
万丰路,16,25726,87.41451175,90.7394881,0.7343,主干路,2020
万泉河路右侧辅路,16,18088,85.83210024,85.48977065,25.618544,主干路,2020
万泉河路右侧辅路,16,65100,76.24416279,76.12484252,278.85985,主干路,2020
万泉河路左侧辅路,16,68672,90.96145486,81.37314984,17.484106,主干路,2020
万泉河路左侧辅路,16,17517,87.46819248,82.83891958,3.451055,主干路,2020
阜安路（望京新干线）,16,18273.5,86.711561,86.91696271,5.110626,主干路,2020
魏公村路 ,16,72098.1,77.63382092,79.8875938,50.628401,主干路,2020
温阳路,16,149016,86.45411589,86.58119335,8.297364,主干路,2020
五环辅路,16,34967.3,97.94143357,97.0310948,7.678923,主干路,2020
五环辅路,16,226521.73,87.67517873,83.5486821,2.782757,主干路,2020
五环辅路,16,7999,89.07808801,86.34670088,0.3777,主干路,2020
五环辅路,16,20218.2,80.19622956,81.70963235,5.596105,主干路,2020
五环辅路,16,20617,84.13316605,84.04644643,7.854854,主干路,2020
五环辅路,16,12003.5,89.61611419,90.57553861,0.4283,主干路,2020
五环辅路,16,112080,91.84755529,88.50752938,10.06594,主干路,2020
五环辅路,16,10765,89.11486139,87.53955031,1.3188,主干路,2020
五环辅路,16,5891.5,91.68942789,93.86638045,0.5085,主干路,2020
五环辅路,16,28968,88.37763358,87.20610216,0,主干路,2020
五环辅路,16,13558.5,80.57435,83.07572556,21.112722,主干路,2020
西大望路,16,5957,83.0816672,82.98893439,2.90125,主干路,2020
西大望路,16,44150.2,82.55896489,83.02362554,54.75557,主干路,2020
西四东大街,16,33554.7,74.89417492,69.52812342,12.1946,主干路,2020
西五环中路（京原路）,16,29449.5,97.1656611,93.67946469,39.2386,主干路,2020
霄云路,16,25872,80.02025778,71.80923663,12.3894,主干路,2020
小府路,16,6883,83.3424665,83.51112894,10.2783,主干路,2020
辛店路（辛店村路东延）,16,5653.5,89.33559756,90.51177693,0.8271,主干路,2020
新街口北大街,16,22755.9,83.56827933,88.80769092,0.0369,主干路,2020
新康路,16,13573,77.69379853,79.63653088,15.41559,主干路,2020
信息路,16,23470,84.30270992,83.83094208,0,主干路,2020
星火西路,16,12960,86.2636467,81.62126193,0.0422,主干路,2020
宣武门东大街,16,21578,87.55259154,82.73067944,1.17496,主干路,2020
学清路,16,22184,85.36501117,90.35599218,18.8746,主干路,2020
学院路,16,17186,84.170446,84.74503192,13.910937,主干路,2020
学院路,16,23947,95.0866955,84.04253805,487.0574,快速路,2020
学院路右侧辅路,16,12420,98.7118095,80.94555086,137.9509,主干路,2020
学院路左侧辅路,16,18263.8,85.9009945,87.5924599,0.0654,主干路,2020
姚家园路(姚家园新路）,16,81073,88.38536511,98.76,17.0553,主干路,2020
颐和园路,16,22608,99.01212967,88.22383509,97.9748,主干路,2020
颐和园路,16,117600,89.74915085,86.03599548,166.01508,主干路,2020
樱花园东街,16,7250,84.69798971,83.00462972,2.2802,主干路,2020
裕民中路,16,45844,86.04456075,87.672369,0,主干路,2020
圆明园东路,16,8214,85.21279125,100,0.2321,主干路,2020
圆明园西路,16,3610.5,82.72154625,100,0.5507,主干路,2020
远大路,16,29120,92.38428885,84.75858455,0.5317,主干路,2020
展览馆路,16,4200.2,96.38717905,90.6479177,15.66375,主干路,2020
展览馆路,16,5845.7,97.65705206,90.34261314,8.89329,主干路,2020
张自忠路,16,21223.8,98.78666667,91.52045139,12.262428,主干路,2020
志新东路（花园东路）,16,36298,76.98198407,75.76141363,53.2246,主干路,2020
中关村东路（清华南路）,16,16701,85.81538914,82.04469031,2.81436,主干路,2020
紫竹院路,16,15695.5,82.76124525,79.36477547,18.502872,主干路,2020
紫竹院路,16,37084,92.3718815,85.22298165,20.502262,快速路,2020
紫竹院路,16,1632,82.42477819,82.20956003,0,主干路,2020
紫竹院路右侧辅路,16,24626.8,94.25908663,92.13817872,16.9802,主干路,2020
紫竹院路左侧辅路,16,6721,83.88632727,82.36673623,10.8678,主干路,2020
梅市口路,16,5451,93.416,88.9537055,0.595,主干路,2020
园博园南路,16,21006,85.45791624,88.55976336,10.69945,主干路,2020
北宫路,16,15220,79.50478955,84.07975173,0,主干路,2020
园博大道,16,17344.10179,79.94179289,84.11259745,0.6332,主干路,2020
北长街,16,126595,76.21624556,78.13140689,2.6842,次干路,2020
北京站东街,16,147671.2,97.0675,92.26866088,3.9402,次干路,2020
北京站西街,16,31856.2,77.00038604,78.08458596,2.053,次干路,2020
北新华街,16,75120,100,100,5.39738,次干路,2020
长青路,16,6540.75,87.653092,91.55866493,7.5651,次干路,2020
地安门外大街,16,8136,83.14047975,81.41166386,47.0408,次干路,2020
东安门大街,16,15461,85.90002775,81.82796961,7.0588,次干路,2020
