道路名称,路龄,车道面积,前一年pci,当年pci,总钱数,道路属性,年份
东南五环南侧路,16,7925,80.41732108,82.26397362,0,次干路,2020
东四西大街,16,9813,85.27800507,90.40929202,138.6353,次干路,2020
大灰厂东路（杜家坎铁路立交）,16,10898.6,91.33384567,98.38,147.4955,次干路,2020
垡头路（垡头南路）,16,24810.30162,85.19429671,81.898186,0.481502,次干路,2020
芳园西路,16,52687.04502,83.23033417,81.20546671,43.272641,次干路,2020
府右街,16,21721.40067,90.9649595,85.75030599,1.105007,次干路,2020
阜荣街（望京中一街）,16,46127.46883,69.83993459,73.43766256,37.228024,次干路,2020
工人体育场南路1,16,25163.52441,92.10006156,86.5678336,12.83864461,次干路,2020
工人体育场南路2,16,11328,88.76983969,83.13599939,11.13526536,次干路,2020
工人体育场南路3,16,15436,81.62912317,81.88067587,9.651572,次干路,2020
鼓楼东大街,16,12840.2,80.23579544,86.03629791,0,次干路,2020
广场东侧路,16,3922.4,89.54097687,84.72187386,0,次干路,2020
广顺北大街北段,16,22945,98.67666667,95.595,64.78148003,次干路,2020
荷清路（大石桥道路）,16,37965,78.54260075,87.80847053,124.2012255,次干路,2020
红军营东路,16,31555,75.55051575,86.76179721,11.89714,次干路,2020
交道口南大街,16,36612.25,90.47376911,85.19273494,8.567263,次干路,2020
金宝街,16,27851,92.83319033,82.72707988,0.5528,次干路,2020
金鱼胡同,16,26938.8,96.02738211,89.02122055,6.43128,次干路,2020
景山前街,16,61649,92.67304387,84.73758444,15.1981,次干路,2020
来广营东路,16,56649.8,84.96434285,87.69580622,20.7148,次干路,2020
利泽西街,16,83490,83.37045065,79.41063832,10.2657,次干路,2020
槐房西路（马家堡西路南延）,16,59846.4,89.82316025,81.9899703,1.9887,次干路,2020
美术馆东街,16,14209,82.60986979,87.99157551,11.1583,次干路,2020
闵庄路,16,17564,84.89238491,85.16391211,17.3443,次干路,2020
南长街,2,86502.12939,84.87,87.65,1.386903,次干路,2020
闹市口北街,2,89135.44523,84.56,88.38,20.339185,次干路,2020
闹市口南街,2,22945,96.66,82.77,0.0444,次干路,2020
西局北街（人民村南路）,2,37965,96.53,88.18,0.080808,次干路,2020
六里桥南路（人民村中路）,2,31555,98.37,94.27,0.296455,次干路,2020
香山南路（射击场南路）,2,36612.25,96.02,96.12,2.077557,次干路,2020
太阳宫中路,2,27851,96.72,82.23,0,次干路,2020
田村路,2,26938.8,96.65,92.5,0.1477,次干路,2020
王府井大街,2,31325.99666,97.35,96.84,8.63249093,次干路,2020
西二旗北路（东北旺北路东段）,2,56649.8,96.84,92.98,0,次干路,2020
西华门大街,2,83490,96.39,90.42,17.51016706,次干路,2020
姚家园路,2,59846.4,96.96,94.55,0.2276,次干路,2020
正义路东线,2,14209,94.03,90.56,0.0598718,次干路,2020
正义路西线,2,49568,97.19,90.56,0,次干路,2020
中环路,2,17564,98.4,87.18,0.01887,次干路,2020
京津塘连接线,3,52980,95.02,99.69,0.164613,快速路,2020
北辰路,3,60398,96.02,97.17,0.140748,主干路,2020
北苑路,3,49784,95.02,89.64,2.219778,主干路,2020
东苇路,3,121102.9811,85.34,87.36,20.263734,主干路,2020
东苇路（温榆河大道）,3,124789.6233,84.04,87.16,11.222465,主干路,2020
京良路,3,45576,95.01,93.14,13.202304,主干路,2020
酒仙桥路,3,61099,90.89,90.29,1.51287,主干路,2020
前门箭环路,3,164380,95.04,82.81,1.872459,主干路,2020
宣武门西大街,3,142458.1,95.01,83.89,14.21028662,主干路,2020
北坞村路,3,16856.2,96.21,86.92,0.1647795,次干路,2020
中阿公社路1,3,22995,92.68,86.92,0.3047795,次干路,2020
中阿公社路2,3,10632,94.02,84.51,0.3044952,次干路,2020
三环路内环辅路,3,32927.1,95.79,81.82,0.1489842,主干路,2020
三环路内环辅路,3,43232,96.96,95.01,0.4392714,主干路,2020
三环路外环辅路,3,9662,90.71,90.7,0.1132,主干路,2020
三环路外环辅路,3,10913,94.02,87.55,0.024,主干路,2020
三里河路,4,7163,89.22,91.14,13.48666,主干路,2020
展览馆路,4,7563.7,88.29,85.01,4.091636,主干路,2020
王府井大街,4,5423.9,92.01,89.17,0.16,次干路,2020
永定路,4,325713,94.36,91.88,8.537206,次干路,2020
永定路,4,36650,81.18,84.27,6.9306791,次干路,2020
月坛北街,4,68054,86.35,86.35,15.4413163,次干路,2020
月坛南街,4,36398,92.68,92.09,0.2586,次干路,2020
西直门外大街右侧辅路,4,12025.12679,81.85,88.76,0.41466,主干路,2020
西直门外大街左侧辅路,4,12391.1982,84.28,87.11,4.83922,主干路,2020
白纸坊西街,4,33941,94.02,94.7,1.066932,主干路,2020
农大南路,4,25444,83.76,90.81,2.01036,主干路,2020
阜通东大街,4,90833.5,94.01,92.3,23.724048,主干路,2020
阜通西大街,4,14172,86.16,85.1,0.503071,主干路,2020
小屯路,5,384394,94.43,91.16,7.539302,主干路,2020
南磨房路,5,34747.5,84.79,85.14,2.240133,主干路,2020
京原路,5,62000,78.23,70.71,3.24,次干路,2020
西直门内大街,5,30635.4,90.36,86.13,23.860264,主干路,2020
四环路内环辅路,5,51657.9,83.77,85.05,1.2968512,主干路,2021
四环路外环辅路,5,34658.8,91.49,91.68,0.3958,主干路,2021
月坛北街,5,15826,81.31,81.87,6.393489,次干路,2021
月坛南街,5,15825,79.97,83.87,32.07712124,次干路,2021
西直门外大街右侧辅路,5,90329.03138,94.49,93.08,0.55,主干路,2021
西直门外大街左侧辅路,5,90010.12334,94.07,94.15,0.66,主干路,2021
白纸坊西街,5,275236.4677,84.73,88.91,18.292412,主干路,2021
农大南路,5,283615.2736,86.01,88.61,35.648789,主干路,2021
阜通东大街,5,20770,93.99,90.11,0.146856,主干路,2021
阜通西大街,5,9399.2,78.55,82.22,44.449458,主干路,2021
小屯路,5,22678.5,92.04,90.03,0.305317,主干路,2021
南磨房路,5,24552,90.37,90.8,0.150232,主干路,2021
京原路,5,11378.6,86.02,75.5,2.6599498,次干路,2021
京原路,5,48624,94.41,92.25,0.0484,次干路,2021
西直门内大街,5,27723.5,88.03,73.27,36.9690974,主干路,2021
珠市口东大街,5,95399,87.02,81.44,0.67162,主干路,2021
广渠门内大街,5,32544,91.24,86.95,19.5699612,主干路,2021
广安门外大街,5,44698.8,92.17,90.74,0.2628,主干路,2021
四环路内环辅路,5,43811.1,88.16,87.04,81.2766965,主干路,2021
四环路外环辅路,5,87108,85.02,88.52,28.5276149,主干路,2021
车公庄大街,6,46097,91.44,90.09,1.806582,主干路,2021
车公庄西路,6,723374,90.44,91.73,34.810615,主干路,2021
成寿寺路,6,122512,84.83,85.49,23.11376536,主干路,2021
永丰路,6,26564.5,85.46,85.74,0,主干路,2021
香河园路,6,63621,92.4,86.1,2.64106,主干路,2021
香河园路,6,20427,87.02,85.31,0.935648,主干路,2021
雍和宫大街,6,34800,86.87,88.69,14.32090784,主干路,2021
崇文门内大街,6,144392,88.06,87.46,12.89391874,主干路,2021
崇文门外大街,6,143726.615,85.39,86.96,55.926325,主干路,2021
静安西街,6,148101.9705,85.39,89.02,16.915845,主干路,2021
柳芳北街,6,24186,84.41,80.76,0,次干路,2021
景山东街,6,5130,78.64,80.76,38.7146298,次干路,2021
景山后街,6,14829,83.4,81.09,54.011538,次干路,2021
景山西街,6,8700,94.73,98.45,0.041736,次干路,2021
三环路,6,17748,88.02,83.54,0.76104,主干路,2021
稻香湖路,6,15060,90.68,78.57,1.9132626,次干路,2021
广顺北大街,6,7142.5,86.02,95.39,24.67366,主干路,2021
广顺南大街,6,20227.1,79.5,75.83,1.221176,主干路,2021
四环路内环辅路,6,7410.8,88.02,86,0.338448,主干路,2021
四环路外环辅路,6,14941,90.01,80.16,7.696329,主干路,2021
珠市口西大街,6,53775.7,93.45,88.04,2.644982,主干路,2021
骡马市大街,7,120797.118,81.96,79.46,26.959752,主干路,2021
广安门内大街,7,188939.082,80.95,79.46,94.865555,主干路,2021
西安门大街,7,104131.6,81.63,86.87,52.48296356,次干路,2021
三环路,7,24174,84.76,84.16,3.77658,主干路,2021
德胜门外大街左侧辅路,7,47384.56862,95.99,93.08,0.33,主干路,2021
东苇路,7,47217.27666,94.3,94.15,0.31,主干路,2021
东直门内大街,7,63277.793,81.29,83.9,4.943298,主干路,2021
和平里西街,7,38682.06016,83.79,85.35,4.707384,主干路,2021
劲松路,7,16595,85.41,83.23,0.635504,主干路,2021
京开路右辅路,7,96949.1187,87.84,91,101.285973,主干路,2021
京开路左辅路,7,48009.94696,85.87,88.23,4.975662,主干路,2021
京通快速路左辅路,7,84878.88151,79.89,85.26,7.67132,主干路,2021
京通快速路右辅路,7,42032.67295,83.61,86.08,20.961733,主干路,2021
四环路内环辅路,7,14770,94.2,92.64,0.79,主干路,2021
四环路外环辅路,7,78489,86.02,87.82,2.819779,主干路,2021
土城西侧路,7,28240,96.73,91.18,141.829168,主干路,2021
西四南大街,7,84052,90.99,91,66.98033529,主干路,2021
西直门北大街右侧辅路,7,8130.3,92.19,84.65,8.7174496,主干路,2021
西直门北大街左侧辅路,7,37142,88.25,92.19,0.2664,主干路,2021
新街口南大街,7,31172,88.39,90.91,0,主干路,2021
阜安西路,8,20811.5,86.34,87.07,23.26590705,次干路,2021
和平里东街,8,136009,84.93,84.63,60.95989985,次干路,2021
后厂村路（东北旺北路）,8,21272.9,90.27,85.32,4.378852,主干路,2021
天坛路,8,79138.97708,86.6,88.56,20.37613,次干路,2021
望京街,8,77435.39832,84.87,92,9.54602,次干路,2021
香山路,8,67368.79654,86.55,92.02,1.0192,次干路,2021
西三旗南路,8,69286.11574,83.9,88.75,16.0142,主干路,2021
德外大街,8,67794.63379,82.53,85.06,46.950656,快速路,2021
三环路 ,8,58981.3314,81.57,86.06,4.3177505,主干路,2021
G6辅路（八达岭右侧辅路）,8,74880,78.18,78.6,53.1021168,主干路,2021
德胜门外大街右侧辅路,8,21943,87.02,84.89,50.4690706,主干路,2021
复兴路,8,69732,85.61,86.53,16.14280238,主干路,2021
虎坊路,8,35247,85.08,73.93,114.1536204,主干路,2021
来广营西路,8,16725.3,84.06,88.34,1.017484,主干路,2021
石景山路,9,159643,86.01,86.13,140.4632167,主干路,2021
四环路内环辅路,9,33698.25857,76.01,81.99,41.08706765,主干路,2021
四环路外环辅路,9,98342.95587,85.28,88.63,114.1656338,主干路,2021
西单北大街,9,86099.18492,83.12,86.03,249.008798,主干路,2021
西单北大街,9,5700,78.02,81.9,0.49585,主干路,2021
西单北大街,9,38643.82,78.88,84.49,139.3683716,主干路,2021
西单北大街,9,79669,85.21,75.09,23.7535884,主干路,2021
西四北大街,9,22773,80.81,88.01,0.62794929,主干路,2021
北池子大街,9,62746,81.63,82.85,21.0607983,次干路,2021
北河沿北大街,10,69851.5,83.55,87.37,66.520306,次干路,2021
北河沿南大街,10,64561.7,85.78,84.18,167.1559343,次干路,2021
地安门内大街,10,65938,89.06,83.24,6.810627,次干路,2021
鼓楼西大街,10,14898.68788,98.11,86.96,0.28,次干路,2021
旧鼓楼大街,10,14898.68788,90.07,87.18,0.18,次干路,2021
南河沿大街,10,97916.4,78.02,74.48,120.9031464,次干路,2021
东坝南二街,10,88075.02205,85.96,86.78,72.42200388,主干路,2021
莲西路,10,77109.61648,85.58,85.36,35.92449138,快速路,2021
莲西路,10,57614,79.49,81.08,1.2449,快速路,2021
G6辅路（八达岭左侧辅路）,10,10986,90.02,81.82,6.2365738,主干路,2021
长椿街,11,197472.5309,85.33,86.49,64.0236819,主干路,2021
京通快速路左辅路,11,27816,81.47,69.65,1.829852,主干路,2021
京通快速路右辅路,11,10440,85.01,80.18,0.077478,主干路,2021
莲花池西路右侧辅路,11,34381.31685,91.28,89.68,12.61612,主干路,2021
莲花池西路左侧辅路,11,30100.8174,83.7,82.15,11.81675,主干路,2021
牛街,11,39356.5,81.96,78.25,2.802528,主干路,2021
三环路内环辅路,11,50252.1,85.02,85.35,68.6158231,主干路,2021
三环路内环辅路,11,43737.5,82.13,92.82,751.47688,主干路,2021
三环路外环辅路,11,18256.4,82.3,79.68,2.8018696,主干路,2021
三环路外环辅路,11,27265,83,84.74,43.94507991,主干路,2021
西土城路 ,11,43130,79.75,78.06,5.784354,主干路,2021
知春路,11,11584,85.22,83.7,0.067488,主干路,2021
建材城东路,12,870062.1,88.38,87.16,259.279553,次干路,2021
建材城西路,12,118126.3766,87.08,87.57,148.8549455,次干路,2021
南池子大街,12,23584.84416,80.19,86.49,55.87350819,次干路,2021
望京东路,12,294330,78.47,80.12,3.96,主干路,2021
鲁坨路,12,61289.25,81.49,76.8,9.25,主干路,2021
北蜂窝路,12,12975,85.01,74.87,9.65800266,主干路,2021
朝阳路,12,14310.06161,83.08,85.15,3.80855,主干路,2021
光明路,12,41195.63191,83.56,88,44.36276,主干路,2021
三环路内环辅路,12,12528.44832,85.21,85.9,5.516311,主干路,2021
三环路内环辅路,12,36066.74518,88.55,87.26,55.448888,主干路,2021
三环路内环辅路,12,9252.3,81.2,79.41,8.445275,主干路,2021
三环路外环辅路,12,468646.3,81.1,87.85,83.64709975,主干路,2021
三环路外环辅路,12,207217,86.16,85.12,22.1346449,主干路,2021
三环路外环辅路,12,45360.6,83.93,85.79,1.1563,主干路,2021
上地西路,12,28312.8,82.73,88.51,0.8125,主干路,2021
体育馆路,12,208107,92.01,89.24,1.990785,主干路,2021
望京北路,12,337188.9876,85.95,91.95,0.38,主干路,2021
新街口外大街,12,71308.9,66.15,72.78,8.369763,主干路,2021
美术馆后街,13,33086,82.81,75.89,9.3126702,次干路,2021
阜成路,13,87205.5,91.04,95.04,153.04781,主干路,2021
G4辅路（京石右侧辅路）,13,44920.5,79.53,80.12,0.31,主干路,2021
三环路内环辅路,13,10658,80.48,81.15,0,主干路,2021
三环路外环辅路,13,108806,86.04,91.37,95.803424,主干路,2021
杨庄大街,13,50653.8,80.36,94.14,707.805,主干路,2021
卢沟桥南路,13,40080,86.63,86.77,24.57650058,主干路,2021
周口店路,13,84760,86.88,86.84,17.49212288,次干路,2021
后八家路（八家南北线）,13,13692.5,79.51,79.41,0,主干路,2021
西三旗东路,14,20249.29821,86.46,85.29,0.47286,主干路,2021
菜市口大街,14,80694.4,86.02,72.13,0,主干路,2021
工人体育场北路,14,20268,100,80.39,0,主干路,2021
广安路,14,111034.2,86.69,90.78,13.681525,主干路,2021
G1辅路（京沈高速右辅路）,14,118035.5791,83,90.3,9.773728,主干路,2021
G1辅路（京沈高左右辅路）,14,16353,86.68,84.35,4.16,主干路,2021
石门路,14,8744.5,84.02,88.23,0.525503,主干路,2021
三环路内环辅路,14,14269.9,86.35,87.04,0,主干路,2021
三环路外环辅路,14,242814.25,84.65,84.27,14.558233,主干路,2021
信息路,14,57460.55,91.08,86.17,30.738616,主干路,2021
台基厂大街,14,72843.282,100,98.76,0.034815,支路,2021
二环路外环辅路,14,12301.98,93.48,93.47647893,1.10494,主干路,2021
阜成门内大街,14,83082.81,88.11,88.04,27.3426279,主干路,2021
南蜂窝路,14,141018.2,87.4,77.52,13.3511,主干路,2021
三环路内环辅路,14,169285.72,100,93.13,52.3644565,主干路,2021
三环路外环辅路,14,63039.4,87.02,87.76,2.903789,主干路,2021
三里河东路,14,64400,81.69,70.42,4.8562372,主干路,2021
新东路,14,115053.14,84.48,86.56,10.548062,主干路,2021
颐和园路,14,271131.73,82.88,84.87,18.706762,主干路,2021
安定门内大街,14,29103,87.5,90.05,4.080191,次干路,2021
海淀南路,14,82599,84.41,81.29,21.313767,次干路,2021
闵庄路,14,144684.05,76.82,77.63,16.49646498,次干路,2021
马连道北路,14,23324,81.01,72.38,3.120432,主干路,2021
二环路 ,14,36406.4,89.49,85.08,1.41067034,主干路,2021
二环路外环辅路,14,57151.5,82.83,84.8,26.3570204,主干路,2021
二环路外环辅路,14,38815.18,84.26,83.07,11.79922914,主干路,2021
京密路（京顺路）,14,66248,100,99.08,5.77089,主干路,2021
酒仙桥路,14,130225.25,77.67,68.52,67.9488153,主干路,2021
酒仙桥南路,15,30512.11947,88.21,80.73,4.0784473,主干路,2021
三环路内环辅路,15,16779,85.47,83.54,0.2081028,主干路,2021
三环路内环辅路,15,34010,97.6,88.75,0,主干路,2021
三环路外环辅路,15,61987,85.22,92.55,0.082362,主干路,2021
三环路外环辅路,15,28800,80.31,79.93,22.81780941,主干路,2021
永定路,15,54746,87.04,93.27,0,次干路,2021
阜石路辅路,15,65126.4,90.44,79.32,2.634037,主干路,2021
阜石路辅路,15,36000,79.76,68.79,5.325181,主干路,2021
阜石路辅路,15,67160,83.84,84.41,69.743636,主干路,2021
金榆路（温榆河大道）,15,26725.2,85.82,80.36,6.5492,主干路,2021
金盏路（温榆河大道）,15,45043,98.52,95.54,0,主干路,2021
康营东路（温榆河大道）,15,38376,92.1,86.86,36.7477866,主干路,2021
榴乡路（蒲黄榆路）,15,31120,78.21,79.89,67.575586,主干路,2021
阜石路,15,14882.9,77.88,80.38,50.685717,快速路,2021
阜石路,15,20252,100,92.1,20.715828,快速路,2021
阜石路,15,80467.9,79.26,78.98,56.05496233,快速路,2021
杏石口路,15,20676.6,88.42,65.27,3.41833816,主干路,2021
北苑路北段,15,52912,83.35,84.52,182.6563467,主干路,2021
东长安街,15,58939.4,86.58,76.56,2.476507,主干路,2021
京密路（京顺路）,15,27633.8,86.94,95.18,559.300275,主干路,2021
手帕口北街,15,11500,75.87,75.09,0,主干路,2021
西长安街,15,47514,73.51,75.09,58.3817568,主干路,2021
北湖渠路(鼎成路),15,14820,82.03,85.76,0,主干路,2021
万寿路,15,36918.72,93.62,91.3,2.44889,主干路,2021
望京西路,15,111047.5,76.75,76,52.9313183,次干路,2021
永定路,15,79548.97,90.4,87.07,0.7088,次干路,2021
北辰路,15,73814.5,85.96,86.21,105.957737,主干路,2021
广渠路,15,168837.4,88.64,88.81,128.0233155,主干路,2021
广渠路,15,57396.5,81.02,68.05,33.69133916,主干路,2021
前门大街,15,60807.5,81.01,84.08,0.13504,主干路,2021
四环路内环辅路,15,34094.63,85.52,84.78,2.89865,主干路,2021
四环路外环辅路,1,20521.9,88.97948568,88.97948568,0.1452,主干路,2021
西大望路,1,45337.21212,87.82662863,87.82662863,0.57,主干路,2021
东华门大街,1,45337.21212,87.98308506,87.98308506,0.08,次干路,2021
香山路,1,112080,91.22076072,91.22076072,0,次干路,2021
安立路,1,118955,90.62198341,90.62198341,2.432619,主干路,2021
安立路,1,118955,89.86959334,89.86959334,2.81685,主干路,2021
奥林西路,1,90620,90.39485078,90.39485078,1.189196,主干路,2021
北辰东路,1,66248,92.8322692,92.8322692,0.094572,主干路,2021
北辰桥改造道路,1,59296,88.33888432,88.33888432,2.0570076,主干路,2021
北辰西路,1,31549,92.32975364,92.32975364,0.222888,主干路,2021
北辰西路,1,21006,89.84110442,89.84110442,0,主干路,2021
北土城东路,1,121256.7779,85.89530586,85.89530586,0.2099,主干路,2021
大屯路,1,37084,89.45241516,89.45241516,0.16036,主干路,2021
高梁桥路,1,82351.8,91.77078269,91.77078269,0,主干路,2021
和平里北街,1,21742,87.2803808,87.2803808,0,主干路,2021
慧忠路,1,16694.5,91.43398103,91.43398103,0,主干路,2021
机场二通道辅路,1,30984,90.6455239,90.6455239,0,主干路,2021
姜庄路,2,86502.12939,87.81310939,87.81310939,1.386903,主干路,2021
康辛路,2,89135.44523,87.99353672,87.99353672,20.341064,主干路,2021
马连洼北路,2,22945,86.07639497,86.07639497,0.0444,主干路,2021
陶然亭路,2,37965,88.11014947,88.11014947,0.080808,主干路,2021
万寿路,2,31555,90.51787235,90.51787235,0.296455,主干路,2021
北京西站南路(西客站南路),2,36612.25,91.19574988,91.19574988,2.079649,主干路,2021
小营西路,2,27851,85.89367877,85.89367877,0,主干路,2021
永定门内大街,2,26938.8,89.81171239,89.81171239,0.1477,主干路,2021
张仪村路,2,31325.99666,91.43781737,91.43781737,8.63249093,主干路,2021
三里河路,2,56649.8,90.04425621,90.04425621,0,主干路,2021
五四大街,2,83490,88.79631668,88.79631668,17.51016706,主干路,2021
地安门东大街,2,59846.4,90.67098754,90.67098754,0.2276,主干路,2021
地安门西大街,2,14209,89.0351499,89.0351499,0.0598718,主干路,2021
东大桥路,2,49568,89.06277801,89.06277801,0,主干路,2021
东四十条,2,17564,87.73064802,87.73064802,0.01887,主干路,2021
东直门外大街,3,52980,92.70040564,92.70040564,0.164613,主干路,2021
丰葆路,3,60398,91.59245266,91.59245266,0.140748,主干路,2021
阜成门外大街,3,49784,88.17676045,88.17676045,2.219778,主干路,2021
工人体育场东路,3,121102.9811,87.32615812,87.32615812,129.033734,主干路,2021
平安里西大街,3,124789.6233,87.37569963,87.37569963,11.222465,主干路,2021
蒲黄榆路,3,45576,89.84292556,89.84292556,13.202304,主干路,2021
太平街,3,61099,88.56369823,88.56369823,1.51287,主干路,2021
天桥南大街,3,164380,85.76956998,85.76956998,1.872459,主干路,2021
文津街,3,142458.1,85.62130869,85.62130869,14.21028662,主干路,2021
学院南路,3,16856.2,87.32860124,87.32860124,0.1647795,主干路,2021
樱花园西街,3,22995,87.34218516,87.34218516,0.3047795,主干路,2021
中关村北大街,3,10632,86.28874451,86.28874451,0.3044952,主干路,2021
中关村大街,3,32927.1,85.45349749,85.45349749,0.1489842,主干路,2021
羊坊店路,3,43232,90.61295483,90.61295483,0.4392714,次干路,2021
周口店路,3,9662,88.81259251,88.81259251,0.1132,次干路,2021
周口店路,3,10913,87.62216323,87.62216323,0.024,次干路,2021
安翔北路,4,7163,87.76750623,87.76750623,13.48666,主干路,2021
动物园路,4,7563.7,86.06769976,86.06769976,4.091636,主干路,2021
黑泉路（林萃路）,4,5423.9,88.03141248,88.03141248,0.16,主干路,2021
红坊路,4,325713,89.05620001,89.05620001,8.537206,主干路,2021
蓝靛厂北路,4,36650,85.61884816,85.61884816,6.9273191,主干路,2021
蓝靛厂南路,4,68054,86.74180564,86.74180564,15.4413163,主干路,2021
清华东路,4,36398,89.19776886,89.19776886,0.2586,主干路,2021
上庄大街,4,12025.12679,87.79837358,87.79837358,0.41466,主干路,2021
辛店路（辛店村路东延）,4,12391.1982,86.95171456,86.95171456,4.83922,支路,2021
